"FECHASIN"|"VLRPRIMAPAG"|"VLRPRISUSCR"|"VLRASEGU"|"VLRASEGU_ORIG"|"VLRPAGADO."|"VLRSININCUR"|"VLRDEDUCIBLE"|"VLRRECOBRO"|"VLRRSVACONSTIAMP"|"VLRRSVAPAGAMP"|"FECPAGOAMP"|"ESTADO_FINAL"|"COBERTURA_FINAL"
2018-01-19|1608409|4825233|144900000|144900000|2754597|2754597|0|0|144900000|2754597|NA|"Avisado"|"PPD"
2018-01-19|3713901|908988|3e+09|3e+09|1888893|1888893|1562484|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-19|2968135|1618924|1e+09|1e+09|1680842|2496728|1562484|0|1e+09|2496728|20180207|"Avisado"|"PPD"
2018-01-19|0|331978|3e+09|3e+09|646650|646650|1562484|0|2098091|0|20180223|"Pagado"|"PPD"
2018-01-19|5874773|7833032|494202272|494202272|4321316|4321316|0|0|494202272|4321316|NA|"Avisado"|"RC PERS"
2018-01-19|0|1477020|3e+09|3e+09|6073215|6073215|0|0|3e+09|2754597|NA|"Avisado"|"PPD"
2018-01-19|2824910|2824910|27700000|27700000|0|0|260466|0|699503|0|NA|"Desistido"|"PPD"
2018-01-19|3172892|3172892|52100000|52100000|53377163|53377163|0|0|52100000|0|20180423|"Pagado"|"PTH"
2018-01-19|761324|1522646|34140000|34140000|0|711204|781242|0|34140000|2754597|20180213|"Pagado"|"PPD"
2018-01-19|1365000|1365000|33100000|33100000|1797830|1797830|1562484|0|33100000|2098091|NA|"Avisado"|"PPD"
2018-01-19|2840812|7636466|3e+09|3e+09|1533157|1533157|1562484|0|2098091|0|20180220|"Pagado"|"PPD"
2018-01-19|5896397|1717403|3e+09|3e+09|87400000|87400000|0|0|3e+09|87400000|NA|"Avisado"|"PTH"
2018-01-19|1551852|1551852|33900000|33900000|1610720|1610720|1562484|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-19|1440000|1440000|56710000|56710000|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-19|550120|825180|3e+09|3e+09|271395|271395|1562484|0|2098091|0|20180301|"Pagado"|"PPD"
2018-01-19|4248837|7500063|5e+08|5e+08|0|3103352|1562484|0|5e+08|2098091|20180213|"Pagado"|"PPD"
2018-01-19|1754482|1754482|3e+09|3e+09|5970525|5970525|1570678|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-19|6479417|22496375|5e+08|5e+08|836043|836043|1562484|0|2098091|0|20180223|"Pagado"|"PPD"
2018-01-19|1860652|908988|2e+09|2e+09|0|1917759|1562484|0|2e+09|2098091|20180213|"Pagado"|"PPD"
2018-01-19|446661|1339981|6.1e+07|6.1e+07|1272733|1272733|1562484|0|6.1e+07|2098091|NA|"Avisado"|"PPD"
2018-01-19|650000|616177|15400000|15400000|2595665|2595665|1562484|0|2098091|0|20180326|"Pagado"|"PPD"
2018-01-19|1978242|1978242|40200000|40200000|1340263|1340263|1562484|0|2098091|0|20180321|"Pagado"|"PPD"
2018-01-19|1472000|1472000|6.4e+07|6.4e+07|1004829|1004829|0|0|2338000|0|20180829|"Pagado"|"RC BIENES"
2018-01-19|4276534|7081848|72100000|72100000|4497282|4497282|2343726|0|2098091|0|20180327|"Pagado"|"PPD"
2018-01-19|1155802|1155802|3e+09|3e+09|1434364|1434364|1562484|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-19|3908463|8764496|72500000|72500000|4958398|4958398|1562484|0|2098091|0|20180220|"Pagado"|"PPD"
2018-01-19|3140376|887849|1.5e+09|1.5e+09|2176278|2176278|1562484|0|2098091|0|20180411|"Pagado"|"PPD"
2018-01-19|1001000|1001000|38500000|38500000|2704442|2704442|0|0|2338000|0|20181213|"Pagado"|"RC BIENES"
2018-01-19|0|908988|3e+09|3e+09|0|82100000|0|0|82100000|82100000|NA|"Avisado"|"PTH"
2018-01-19|4443573|1834104|2e+09|2e+09|513990|513990|1562484|0|2098091|0|20180821|"Pagado"|"PPD"
2018-01-19|957600|957600|2.8e+07|2.8e+07|335203|335203|1562484|0|2098091|0|20180321|"Pagado"|"PPD"
2018-01-19|1445000|1445000|43850000|43850000|3797157|3797157|1562484|0|2098091|0|20180504|"Pagado"|"PPD"
2018-01-19|5679004|13439759|5e+08|5e+08|835000|835000|0|0|2338000|0|20180622|"Pagado"|"RC BIENES"
2018-01-19|377342|1132030|5e+07|5e+07|0|1617195|781242|0|5e+07|1680672|20180215|"Pagado"|"PPH"
2018-01-19|1412455|2824910|3e+09|3e+09|0|386077|0|0|650067|386077|NA|"Avisado"|"RC BIENES"
2018-01-19|1543300|1543300|67100000|67100000|4251467|4251467|1562484|0|67100000|2098091|NA|"Avisado"|"PPD"
2018-01-19|975727|975727|31700000|31700000|852400|852400|0|0|2338000|0|20180227|"Pagado"|"RC BIENES"
2018-01-20|7069554|16821526|118500000|118500000|1427109|1427109|781242|0|118500000|2098091|NA|"Avisado"|"PPD"
2018-01-20|1509119|1509119|36400000|36400000|4655043|4655043|1562484|0|36400000|2098091|NA|"Avisado"|"PPD"
2018-01-20|414998|830000|3e+09|3e+09|0|2277482|0|0|3e+09|2338000|20180215|"Pagado"|"RC BIENES"
2018-01-20|2949201|2949201|89877100|89877100|0|0|0|0|2754597|0|NA|"Desistido"|"PPD"
2018-01-20|3375687|11219248|1.5e+09|1.5e+09|2338000|2338000|0|0|1.5e+09|2338000|NA|"Avisado"|"RC BIENES"
2018-01-20|1676785|5668359|2e+09|2e+09|771940|771940|781242|0|2e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|405140|1215420|43100000|43100000|1219378|1219378|1562484|0|43100000|2098091|NA|"Avisado"|"PPD"
2018-01-20|233328|511280|3e+07|3e+07|633934|633934|0|0|3e+07|2338000|NA|"Avisado"|"RC BIENES"
2018-01-20|1365000|1365000|33800000|33800000|1678091|2098091|1562484|0|33800000|2098091|20180215|"Avisado"|"PPD"
2018-01-20|1379600|1379600|39400000|39400000|0|0|781242|0|867666|0|NA|"Desistido"|"PPH"
2018-01-20|775914|9310979|402063744|402063744|619930|619930|0|0|402063744|619930|NA|"Avisado"|"PPD"
2018-01-20|1522837|903101|3e+09|3e+09|3236071|3236071|1562484|0|2098091|0|20180430|"Pagado"|"PPD"
2018-01-20|407937|1223801|14600000|14600000|325171|325171|0|0|2338000|0|20180410|"Pagado"|"RC BIENES"
2018-01-20|553332|830000|3e+09|3e+09|0|0|0|0|2338000|0|NA|"Desistido"|"RC BIENES"
2018-01-20|528615|906200|39400000|39400000|2110968|2110968|3124968|0|2098091|0|20180507|"Pagado"|"PPD"
2018-01-20|367070|434281|2e+09|2e+09|2592421|2592421|1562484|0|2e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|1835051|1835051|24500000|24500000|3946263|3946263|781242|0|2754597|0|20180302|"Pagado"|"PPD"
2018-01-20|6552383|8339191|3e+09|3e+09|3100035|3100035|1562484|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|1076716|1076716|31800000|31800000|4096636|4096636|2343726|0|2098091|0|20180619|"Pagado"|"PPD"
2018-01-20|1365000|1365000|38240000|38240000|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-20|5911008|12458330|5e+08|5e+08|525168|1059924|1562484|0|5e+08|2098091|20180213|"Avisado"|"PPD"
2018-01-20|1042361|1951353|1.5e+09|1.5e+09|909521|909521|520932|0|1.5e+09|699503|NA|"Avisado"|"PPD"
2018-01-20|1667500|1667500|3e+07|3e+07|0|0|3124968|0|1441585|0|NA|"Desistido"|"PPD"
2018-01-20|1092069|1092069|21200000|21200000|6981298|6981298|2120424|0|6361272|0|20180615|"Pagado"|"PTH"
2018-01-20|2595849|5653656|1e+09|1e+09|1322455|1322455|1562484|0|2098091|0|20180226|"Pagado"|"PPD"
2018-01-20|1607747|908992|1.5e+09|1.5e+09|366721|366721|1244482|1099942|11200340|0|20180126|"Pagado"|"PTH"
2018-01-20|1401369|1401369|3e+09|3e+09|0|5749543|1562484|0|3e+09|2098091|20180214|"Pagado"|"PPD"
2018-01-20|4008342|11093776|5e+07|5e+07|831349|831349|0|0|2338000|0|20180417|"Pagado"|"RC BIENES"
2018-01-20|4622841|9299711|3e+09|3e+09|10201655|10201655|2722214|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|1221292|1221292|1.5e+09|1.5e+09|1119153|1119153|520932|0|1.5e+09|699503|NA|"Avisado"|"PPD"
2018-01-20|627641|627641|28400000|28400000|2202794|2202794|1562484|0|28400000|2098091|NA|"Avisado"|"PPD"
2018-01-20|1320000|1320000|42790000|42790000|6666724|6666724|1662731|0|42790000|2098091|NA|"Avisado"|"PPD"
2018-01-20|3740196|10720100|1e+09|1e+09|1529789|1529789|1562484|0|1e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|5473146|9499651|5e+08|5e+08|3179474|3179474|0|0|3e+06|0|20180320|"Pagado"|"RC BIENES"
2018-01-20|9534689|20782256|1.53e+08|1.53e+08|7809785|7809785|1831672|0|1.53e+08|2098091|NA|"Avisado"|"PPD"
2018-01-20|1841931|887849|2e+09|2e+09|965527|965527|1562484|0|2e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|2075172|2668078|3e+09|3e+09|11356934|11356934|3003478|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-20|2467610|2294151|1.5e+09|1.5e+09|2412101|2412101|579399|0|1.5e+09|699503|NA|"Avisado"|"PPD"
2018-01-20|1402200|1402200|4e+07|4e+07|1780071|2157550|1562484|0|4e+07|2098091|20180215|"Avisado"|"PPD"
2018-01-20|1740960|870480|2e+09|2e+09|6316693|6316693|1662471|0|2e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|1365000|1365000|33200000|33200000|5611876|5611876|1562484|0|33200000|2098091|NA|"Avisado"|"PPD"
2018-01-20|1156807|894798|2e+09|2e+09|7613047|7613047|1870961|0|2e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|382257|2293567|38940000|38940000|2479790|2479790|781242|0|2754597|0|20180221|"Pagado"|"PPD"
2018-01-20|2363632|9372904|3e+09|3e+09|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-20|0|1177848|33600000|33600000|5878796|5998796|1574416|0|33600000|2098091|20180212|"Avisado"|"PPD"
2018-01-20|1847600|1847600|41400000|41400000|731324|731324|1302174|0|699503|0|20180315|"Pagado"|"PPD"
2018-01-20|1141807|1141807|1e+09|1e+09|14767915|14767915|1952647|0|4200000|0|20180424|"Pagado"|"PPD"
2018-01-20|4070882|4070882|83800000|83800000|9145252|9344171|2779891|0|83800000|42866|20180207|"Avisado"|"PPD"
2018-01-20|1099900|1099900|32350000|32350000|5647686|5647686|1562484|0|2098091|0|20180222|"Pagado"|"PPD"
2018-01-20|4768385|13641044|1.5e+09|1.5e+09|4615971|4615971|1562484|0|1.5e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|782000|782000|39100000|39100000|1051336|1051336|1562484|0|2098091|0|20180222|"Pagado"|"PPD"
2018-01-20|1340000|1340000|44660000|44660000|1221000|1221000|0|0|2338000|0|20180221|"Pagado"|"RC BIENES"
2018-01-20|1365000|1365000|38870000|38870000|0|1152405|1562484|0|38870000|2098091|20180213|"Pagado"|"PPD"
2018-01-20|11558759|32403172|69900000|69900000|3608548|3608548|1562484|0|2098091|0|20180227|"Pagado"|"PPD"
2018-01-20|1926992|903101|3e+09|3e+09|3296028|3296028|1562484|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|5858896|20167739|8.7e+07|8.7e+07|5223956|5223956|1562484|0|2098091|0|20180223|"Pagado"|"PPD"
2018-01-20|1760105|1760105|39400000|39400000|2615453|2615453|1562484|0|2098091|0|20180226|"Pagado"|"PPD"
2018-01-20|624241|832321|20400000|20400000|520820|520820|0|0|20400000|0|20180328|"Pagado"|"PTH"
2018-01-20|1709619|11437938|2e+09|2e+09|5577550|5577550|1562484|0|2e+09|2098091|NA|"Avisado"|"PPD"
2018-01-20|4508014|3885879|1.5e+09|1.5e+09|0|401924|1041708|0|1.5e+09|289280|20180207|"Pagado"|"PPH"
2018-01-20|262071|786219|3e+09|3e+09|2880905|2880905|2343726|0|2098091|0|20180522|"Pagado"|"PPD"
2018-01-20|976320|976320|4e+09|4e+09|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-20|1728909|908992|1.5e+09|1.5e+09|9269555|9269555|926852|0|8851770|0|20180320|"Pagado"|"PTH"
2018-01-20|2154855|2154855|3e+09|3e+09|628129|628129|781398|0|699503|0|20180327|"Pagado"|"PPD"
2018-01-20|1607747|908992|1.5e+09|1.5e+09|1205472|1205472|2381025|0|289280|0|20190322|"Pagado"|"PPH"
2018-01-20|571361|571361|8990000|8990000|2098091|2098091|781242|0|8990000|2098091|NA|"Avisado"|"PPD"
2018-01-20|520319|1560959|54200000|54200000|771336|771336|1562484|0|54200000|2098091|NA|"Avisado"|"PPD"
2018-01-20|873984|873984|1e+09|1e+09|3602684|3602684|781242|0|2496728|0|20180321|"Pagado"|"PPD"
2018-01-20|775914|9310979|402063744|402063744|2301316|2301316|0|0|402063744|2301316|NA|"Avisado"|"RC PERS"
2018-01-20|873984|873984|1e+09|1e+09|0|0|781242|0|2496728|0|NA|"Desistido"|"PPD"
2018-01-20|1766734|862710|1e+09|1e+09|218758|218758|781242|0|1e+09|218758|NA|"Avisado"|"PPD"
2018-01-20|3216220|2394544|1.5e+09|1.5e+09|714959|714959|1041708|0|699503|0|20180725|"Pagado"|"PPD"
2018-01-20|1805975|908992|1.5e+09|1.5e+09|1201439|1201439|1302174|0|699503|0|20180509|"Pagado"|"PPD"
2018-01-20|1967274|3112324|3e+09|3e+09|1407303|1407303|260466|0|3e+09|699503|NA|"Avisado"|"PPD"
2018-01-20|6711426|22955780|72300000|72300000|2345175|2345175|1562484|0|72300000|2098091|NA|"Avisado"|"PPD"
2018-01-20|1895907|1895907|1e+09|1e+09|0|383378|0|0|2754597|383378|NA|"Avisado"|"PPD"
2018-01-20|2004921|1281149|0|0|5351717|5351717|1671388|0|2098091|0|20180228|"Pagado"|"PPD"
2018-01-20|2127451|2127451|109100000|109100000|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-20|6328667|6328667|302574784|302574784|420168|420168|0|0|302574784|420168|NA|"Avisado"|"RC PERS"
2018-01-20|744019|2232059|74900000|74900000|4516971|4516971|0|0|74900000|2754597|NA|"Avisado"|"PPD"
2018-01-20|729751|729751|13900000|13900000|4444853|4444853|0|0|2338000|0|20190620|"Pagado"|"RC BIENES"
2018-01-21|1745856|2856542|3e+09|3e+09|2098091|2098091|781242|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-21|1365000|1365000|33200000|33200000|1004138|1004138|1562484|0|2098091|0|20180306|"Pagado"|"PPD"
2018-01-21|1679662|894798|3e+09|3e+09|1770346|1770346|2343726|0|2098091|0|20180315|"Pagado"|"PPD"
2018-01-21|874485|862710|1e+09|1e+09|1314678|1314678|1562484|0|2496728|0|20180228|"Pagado"|"PPD"
2018-01-21|1346007|1346007|3e+09|3e+09|288841|288841|520932|0|699503|0|20180228|"Pagado"|"PPD"
2018-01-21|1702008|862710|1e+09|1e+09|2496728|2496728|781242|0|1e+09|2496728|NA|"Avisado"|"PPD"
2018-01-21|1143006|1143006|30700000|30700000|1876149|2666683|1562484|0|30700000|2098091|20180214|"Avisado"|"PPD"
2018-01-21|233100|932400|3e+09|3e+09|7921396|7921396|1828627|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-21|610537|1526344|65500000|65500000|3542252|3542252|0|0|65500000|1928218|NA|"Avisado"|"PPD"
2018-01-21|1012753|1137222|29900000|29900000|5275243|5275243|0|0|29900000|1949810|NA|"Avisado"|"RC BIENES"
2018-01-21|675450|675450|1e+09|1e+09|2488675|2488675|1562484|0|2496728|0|20180225|"Pagado"|"PPD"
2018-01-21|654614|1888315|117200000|117200000|712878|712878|1562484|0|2098091|0|20180425|"Pagado"|"PPD"
2018-01-21|1209900|1209900|4e+09|4e+09|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-21|1631789|3875996|3e+09|3e+09|48678274|48678274|0|0|51200000|0|20180608|"Pagado"|"PTH"
2018-01-21|4746511|8744912|7.6e+07|7.6e+07|6371520|6371520|1685114|0|2098091|0|20180220|"Pagado"|"PPD"
2018-01-21|577183|769579|32200000|32200000|1523167|1523167|1562484|0|2098091|0|20180222|"Pagado"|"PPD"
2018-01-21|9436699|22223110|3e+09|3e+09|0|4872446|1562484|0|3e+09|2098091|20180208|"Pagado"|"PPD"
2018-01-21|1265666|1687556|3e+07|3e+07|4550913|4550913|0|0|3e+07|2754597|NA|"Avisado"|"PPD"
2018-01-21|291669|610849|3e+07|3e+07|2024001|2024001|1562484|0|2098091|0|20180220|"Pagado"|"PPD"
2018-01-21|1440000|1440000|46860000|46860000|4296523|4296523|1562484|0|46860000|2098091|NA|"Avisado"|"PPD"
2018-01-21|1206547|1851641|7e+08|7e+08|0|0|0|0|7e+08|77800000|NA|"Desistido"|"PTH"
2018-01-21|4559231|14290568|1.06e+08|1.06e+08|5081422|4488672|2343726|0|2098091|592750|20180328|"Avisado"|"PPD"
2018-01-21|1365000|1365000|32630000|32630000|4452885|4452885|1562484|0|2098091|0|20180306|"Pagado"|"PPD"
2018-01-21|3765863|1817976|2e+09|2e+09|8450068|8450068|4432478|0|2098091|0|20180525|"Pagado"|"PPD"
2018-01-21|187500|750000|24600000|24600000|2066335|2066335|1562484|0|2098091|0|20180305|"Pagado"|"PPD"
2018-01-21|3698607|13768208|97400000|97400000|779375|869375|1562484|0|97400000|2098091|20180212|"Avisado"|"PPD"
2018-01-21|968677|1937353|5e+07|5e+07|6437586|6437586|851192|0|2754597|0|20180313|"Pagado"|"PPD"
2018-01-21|1761566|1761566|60400000|60400000|2087595|2087595|1562484|0|2098091|0|20180309|"Pagado"|"PPD"
2018-01-21|1445000|1445000|46920000|46920000|3485224|3485224|1562484|0|46920000|2098091|NA|"Avisado"|"PPD"
2018-01-21|365090|657162|38900000|38900000|6105659|6105659|1940265|0|2098091|0|20180228|"Pagado"|"PPD"
2018-01-21|1693709|1693709|3e+09|3e+09|2160813|2160813|1562484|0|2098091|0|20180219|"Pagado"|"PPD"
2018-01-21|1106814|1106814|3e+09|3e+09|323398|323398|0|0|3e+09|666800|NA|"Avisado"|"RC BIENES"
2018-01-21|1440000|1440000|50990000|50990000|30841340|30841340|4859152|0|50990000|2098091|NA|"Avisado"|"PPD"
2018-01-21|739728|8876747|381960576|381960576|803760|803760|781242|0|381960576|803760|NA|"Avisado"|"PPD"
2018-01-21|987975|987975|4e+09|4e+09|6118208|6118208|0|0|2754597|0|20181018|"Pagado"|"PPD"
2018-01-21|210961|843841|28800000|28800000|1486946|1486946|0|0|2338000|0|20180227|"Pagado"|"RC BIENES"
2018-01-21|4944203|4144099|3e+09|3e+09|0|0|260466|0|699503|0|NA|"Desistido"|"PPD"
2018-01-22|2013219|908990|3e+09|3e+09|2531193|2531193|1562484|0|2098091|0|20180302|"Pagado"|"PPD"
2018-01-22|7009036|25466000|1.5e+09|1.5e+09|481449|481449|1562484|0|2098091|0|20180327|"Pagado"|"PPD"
2018-01-22|532502|1597510|49400000|49400000|571512|571512|0|0|49400000|2338000|NA|"Avisado"|"RC BIENES"
2018-01-22|5691149|18059198|2.5e+08|2.5e+08|4521861|4521861|1562484|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-22|1365000|1365000|32400000|32400000|780250|780250|1562484|0|2098091|0|20180306|"Pagado"|"PPD"
2018-01-22|3987068|8289186|1e+09|1e+09|1410304|1410304|1562484|0|1e+09|867666|NA|"Avisado"|"PPH"
2018-01-22|2387259|2082092|1.5e+09|1.5e+09|8586050|8586050|776822|0|6991398|0|20180614|"Pagado"|"PTH"
2018-01-22|1340000|1340000|34900000|34900000|3019983|3019983|1562484|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-22|734259|1048941|29300000|29300000|993936|993936|1562484|0|867666|0|20180307|"Pagado"|"PPH"
2018-01-22|1365000|1365000|36800000|36800000|2338083|2338083|1562484|0|36800000|2098091|NA|"Avisado"|"PPD"
2018-01-22|1365000|1365000|38670000|38670000|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-22|2657800|3322251|2e+09|2e+09|0|1172315|1562484|0|2e+09|2098091|20180208|"Pagado"|"PPD"
2018-01-22|603606|1207211|68990000|68990000|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-22|5139549|8244605|2.5e+08|2.5e+08|628867|628867|0|0|320000|0|20180524|"Pagado"|"RC BIENES"
2018-01-22|0|1013022|3e+09|3e+09|3041526|3041526|1562484|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-22|566668|850000|13900000|13900000|833763|833763|0|0|3e+06|0|20180706|"Pagado"|"RC BIENES"
2018-01-22|404343|4852072|195632992|195632992|4321316|4321316|0|0|195632992|4321316|NA|"Avisado"|"RC PERS"
2018-01-22|1768268|2652400|7.6e+07|7.6e+07|1144101|1144101|0|0|2338000|0|20180521|"Pagado"|"RC BIENES"
2018-01-22|4081535|4081535|0|0|319963|319963|0|0|920879|0|20180416|"Pagado"|"RC BIENES"
2018-01-22|1672624|908990|1.5e+09|1.5e+09|6586004|6586004|1741832|0|2098091|0|20180303|"Pagado"|"PPD"
2018-01-22|5729199|14355013|3e+09|3e+09|1017939|1017939|1562484|0|2098091|0|20180220|"Pagado"|"PPD"
2018-01-22|291662|681151|3e+07|3e+07|5277309|5277309|1562484|0|3e+07|2098091|NA|"Avisado"|"PPD"
2018-01-22|1093359|1093359|3e+07|3e+07|0|0|0|0|2754597|0|NA|"Desistido"|"PPD"
2018-01-22|2304900|3073200|7e+08|7e+08|0|0|2343726|0|785079|0|NA|"Desistido"|"PPD"
2018-01-22|1457564|4372700|5e+07|5e+07|6542325|6542325|0|0|5e+07|2754597|NA|"Avisado"|"PPD"
2018-01-22|2879383|7695587|1e+09|1e+09|276021|276021|1562484|0|2098091|0|20180224|"Pagado"|"PPD"
2018-01-22|1618129|908990|7.5e+08|7.5e+08|1688327|1688327|1562484|0|2098091|0|20180212|"Pagado"|"PPD"
2018-01-22|1445000|1445000|42385000|42385000|649443|649443|1562484|0|42385000|2098091|NA|"Avisado"|"PPD"
2018-01-22|1320000|1320000|33980000|33980000|1467258|1467258|781242|0|33980000|2098091|NA|"Avisado"|"PPD"
2018-01-22|1666813|1666813|1e+09|1e+09|3993563|3993563|1562484|0|218758|0|20180320|"Pagado"|"PPD"
2018-01-22|10936856|29308024|2.5e+08|2.5e+08|6403015|6403015|1562484|0|2.5e+08|2098091|NA|"Avisado"|"PPD"
2018-01-22|62500|750000|20300000|20300000|0|0|781242|0|20300000|2098091|NA|"Desistido"|"PPD"
2018-01-22|1340000|1340000|42500000|42500000|2095159|2095159|1562484|0|2098091|0|20180227|"Pagado"|"PPD"
2018-01-22|1814989|1814989|3e+09|3e+09|982161|982161|2343726|0|2098091|0|20180315|"Pagado"|"PPD"
2018-01-22|1440000|1440000|63219800|63219800|4860117|4860117|1562484|0|2098091|0|20180228|"Pagado"|"PPD"
2018-01-22|0|2373720|1.2e+09|1.2e+09|3841091|3841091|0|0|1.2e+09|2754597|NA|"Avisado"|"PPD"
2018-01-22|5019371|13063989|2e+09|2e+09|1230553|1230553|1562484|0|2098091|0|20180320|"Pagado"|"PPD"
2018-01-22|1150146|1150146|3e+09|3e+09|3069246|3069246|2343726|0|2098091|0|20180328|"Pagado"|"PPD"
2018-01-22|2864476|8827467|61900000|61900000|7150960|7150960|1562484|0|61900000|2098091|NA|"Avisado"|"PPD"
2018-01-22|2362474|4014123|2e+09|2e+09|543879|543879|0|0|2338000|0|20180308|"Pagado"|"RC BIENES"
2018-01-22|179708|1797053|92600000|92600000|775516|775516|1562484|0|92600000|775516|NA|"Avisado"|"RC BIENES"
2018-01-22|389072|389072|5646300|5646300|4517040|4517040|1129260|0|4517040|0|20180606|"Pagado"|"PTH"
2018-01-22|414998|830000|3e+09|3e+09|3112150|3112150|0|0|3e+09|2338000|NA|"Avisado"|"RC BIENES"
2018-01-22|6694053|4571692|3e+09|3e+09|0|0|520932|0|699503|0|NA|"Desistido"|"PPD"
2018-01-22|1117951|1117951|3e+09|3e+09|0|1559000|0|0|2338000|1559000|NA|"Avisado"|"RC BIENES"
2018-01-22|2852688|903103|2e+09|2e+09|2260920|2260920|1562484|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-22|741312|685343|3e+09|3e+09|479261|479261|1562484|0|2098091|0|20180221|"Pagado"|"PPD"
2018-01-22|739728|8876747|381960576|381960576|619930|619930|0|0|381960576|619930|NA|"Avisado"|"PPD"
2018-01-22|284555|3414715|129088672|129088672|2098091|2098091|781242|0|129088672|2098091|NA|"Avisado"|"PPD"
2018-01-22|484165|830000|3e+09|3e+09|0|781242|0|0|2338000|781242|NA|"Avisado"|"RC BIENES"
2018-01-22|6448341|7868466|2e+09|2e+09|2529932|2529932|0|0|4040000|0|20180926|"Pagado"|"RC PERS"
2018-01-22|1369291|1369291|33900000|33900000|865455|865455|0|0|2338000|0|20180503|"Pagado"|"RC BIENES"
2018-01-22|0|688082|3e+09|3e+09|0|573638|781242|0|2098091|573638|NA|"Avisado"|"PPD"
2018-01-22|641666|635251|12100000|12100000|2512982|2512982|781242|0|2754597|0|20180320|"Pagado"|"PPD"
2018-01-22|1712446|1712446|2.9e+07|2.9e+07|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-22|1642600|1642600|3e+07|3e+07|2976996|2976996|781242|0|2754597|0|20180508|"Pagado"|"PPD"
2018-01-22|1002659|1002659|3e+09|3e+09|1064304|1064304|1718404|0|2098091|0|20180301|"Pagado"|"PPD"
2018-01-22|1423342|1423342|3.5e+07|3.5e+07|779489|779489|0|0|3.5e+07|779489|NA|"Avisado"|"RC BIENES"
2018-01-22|7672303|18456760|5e+08|5e+08|0|3000000|0|0|3e+06|3000000|NA|"Avisado"|"RC BIENES"
2018-01-23|2531292|3691341|1.5e+09|1.5e+09|699503|699503|260466|0|1.5e+09|699503|NA|"Avisado"|"PPD"
2018-01-23|1365000|1365000|38670000|38670000|3833288|3833288|1562484|0|38670000|2098091|NA|"Avisado"|"PPD"
2018-01-23|1666296|1666296|36400000|36400000|0|1994177|1562484|0|36400000|2098091|20180214|"Pagado"|"PPD"
2018-01-23|1349095|908990|3e+09|3e+09|4337931|4337931|1562484|0|2098091|0|20180226|"Pagado"|"PPD"
2018-01-23|1084490|1646548|2e+09|2e+09|3284813|3284813|2343726|0|2098091|0|20180228|"Pagado"|"PPD"
2018-01-23|5450407|10824594|3e+09|3e+09|2424665|2424665|2343726|0|2098091|0|20180511|"Pagado"|"PPD"
2018-01-23|928379|928379|26500000|26500000|4820283|4820283|1562484|0|26500000|2098091|NA|"Avisado"|"PPD"
2018-01-23|1490012|908988|1e+09|1e+09|971202|971202|2343726|0|2098091|0|20180509|"Pagado"|"PPD"
2018-01-23|1542892|1542892|3e+07|3e+07|0|0|0|0|2754597|0|NA|"Desistido"|"PPD"
2018-01-23|175003|581716|3e+09|3e+09|6640092|6640092|1659210|0|3e+09|2098091|NA|"Avisado"|"PPD"
2018-01-23|4747799|3472551|1.5e+09|1.5e+09|0|964455|1041708|0|1.5e+09|699503|20180208|"Pagado"|"PPD"
2018-01-23|6596612|12278330|2e+07|2e+07|2498344|2563641|1562484|0|2e+07|2098091|20180202|"Avisado"|"PPD"
2018-01-23|9537491|19328409|3e+09|3e+09|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
2018-01-23|3865213|7478378|7.5e+08|7.5e+08|0|0|781242|0|2098091|0|NA|"Desistido"|"PPD"
