"FECHASIN"|"VLRPRIMAPAG"|"VLRPRISUSCR"|"VLRASEGU"|"VLRASEGU_ORIG"|"VLRPAGADO."|"VLRSININCUR"|"VLRDEDUCIBLE"|"VLRRECOBRO"|"VLRRSVACONSTIAMP"|"VLRRSVAPAGAMP"|"FECPAGOAMP"|"ESTADO_FINAL"|"COBERTURA_FINAL"
2017-01-01|300000|300000|4350000|4350000|0|3262500|870000|0|4350000|3480000|20171220|"Pagado"|"PTH"
2017-01-01|5543164|16639492|8.4e+07|8.4e+07|4601532|4601532|737717|0|8.4e+07|0|20170215|"Pagado"|"PPD"
2017-01-01|1072019|1072019|52550000|52550000|3375620|3375620|737717|375909|52550000|0|20170131|"Pagado"|"PPD"
2017-01-01|958821|958821|34490000|34490000|3600357|3600357|737717|0|34490000|0|20170131|"Pagado"|"PPD"
2017-01-01|714176|3398721|2e+09|2e+09|0|2175223|0|1241379|2e+09|2175223|NA|"Avisado"|"PPD"
2017-01-01|1681845|5193649|1.5e+09|1.5e+09|1569899|1569899|737717|0|1.5e+09|0|20170213|"Pagado"|"PPD"
2017-01-01|2926237|3055453|61600000|61600000|756554|756554|737717|0|61600000|0|20170209|"Pagado"|"PPD"
2017-01-01|1395000|1395000|47990000|47990000|2291036|2291036|737717|2981579|47990000|0|20170225|"Pagado"|"PPD"
2017-01-01|0|477208|2e+09|2e+09|929031|929031|737717|0|2e+09|0|20170208|"Pagado"|"PPD"
2017-01-01|1786119|1786119|63790000|63790000|596000|596000|737717|0|63790000|0|20170317|"Pagado"|"PPD"
2017-01-01|2621589|6953360|3e+09|3e+09|1163667|1163667|737717|0|3e+09|0|20170214|"Pagado"|"PPD"
2017-01-01|1194980|1307390|26110000|26110000|1506682|1506682|737717|0|26110000|0|20170209|"Pagado"|"PPD"
2017-01-01|1269288|1384678|3.4e+07|3.4e+07|0|2486343|737717|0|3.4e+07|2754597|20170224|"Pagado"|"PPD"
2017-01-01|1314346|1439139|31990000|31990000|0|725219|229864|1946078|31990000|725219|NA|"Avisado"|"PPD"
2017-01-01|990119|2376280|1.49e+08|1.49e+08|13424767|13424767|840814|200000|1.49e+08|0|20170225|"Pagado"|"PPD"
2017-01-01|1336471|1463559|34490000|34490000|393240|393240|737717|0|34490000|0|20170207|"Pagado"|"PPD"
2017-01-01|1395000|1395000|48050000|48050000|748610|748610|737717|0|48050000|0|20170228|"Pagado"|"PPD"
2017-01-01|1336471|1463559|34490000|34490000|1395754|1395754|737717|0|34490000|0|20170213|"Pagado"|"PPD"
2017-01-01|803075|2460004|3e+09|3e+09|650000|650000|0|4179707|3e+09|0|20170207|"Pagado"|"RC BIENES"
2017-01-01|1315000|1315000|56490000|56490000|2238376|2238376|737717|0|56490000|0|20170208|"Pagado"|"PPD"
2017-01-01|1596819|1741744|59990000|59990000|195694|195694|737717|0|59990000|0|20170214|"Pagado"|"PPD"
2017-01-01|556021|1112047|28660960|28660960|295371|295371|737717|4179707|28660960|0|20170130|"Pagado"|"PPD"
2017-01-01|3387763|6884512|3e+09|3e+09|2174030|2174030|737717|0|3e+09|0|20170207|"Pagado"|"PPD"
2017-01-01|1069284|1069284|3e+09|3e+09|1413783|1413783|737717|0|3e+09|0|20170214|"Pagado"|"PPD"
2017-01-01|543041|1303290|49600000|49600000|8444800|8444800|0|0|49600000|0|20170227|"Pagado"|"PPD"
2017-01-01|9925359|18740716|6e+07|6e+07|2109493|2109493|737717|19985182|6e+07|0|20170507|"Pagado"|"PPD"
2017-01-01|730079|730079|3e+07|3e+07|2227975|2227975|737717|0|3e+07|0|20170213|"Pagado"|"PPD"
2017-01-01|1265000|1265000|34190000|34190000|3250400|3250400|737717|0|34190000|0|20170131|"Pagado"|"PPD"
2017-01-01|1145000|1145000|37940000|37940000|1887140|1887140|737717|825137|37940000|0|20170131|"Pagado"|"PPD"
2017-01-01|1575727|2559381|1e+09|1e+09|1422805|1422805|737717|0|1e+09|0|20170227|"Pagado"|"PPD"
2017-01-01|2621438|4203500|5e+07|5e+07|2598414|2598414|737717|0|5e+07|0|20170222|"Pagado"|"PPD"
2017-01-01|600000|584200|3e+07|3e+07|6568726|6568726|838433|0|3e+07|0|20170425|"Pagado"|"PPD"
2017-01-01|4397760|10107484|51500000|51500000|1845560|1845560|737717|0|51500000|0|20170128|"Pagado"|"PPD"
2017-01-01|3055085|8017682|3e+09|3e+09|1985332|1985332|0|0|3e+09|0|20170518|"Pagado"|"PPD"
2017-01-01|341775|1367100|4.9e+07|4.9e+07|1125354|1125354|737717|0|4.9e+07|0|20170131|"Pagado"|"PPD"
2017-01-01|58326|585151|3e+09|3e+09|5362207|5362207|737717|66680|3e+09|0|20170201|"Pagado"|"PPD"
2017-01-01|3762402|10520486|64600000|64600000|0|10001356|8224990|0|64600000|2175223|20170928|"Pagado"|"PPD"
2017-01-01|1402404|1402404|55200000|55200000|1327079|1327079|737717|0|55200000|0|20170227|"Pagado"|"PPD"
2017-01-01|1395000|1395000|43750000|43750000|281703|281703|0|0|43750000|0|20170330|"Pagado"|"PPD"
2017-01-01|1824900|1824900|7.7e+07|7.7e+07|1521312|1521312|737717|0|7.7e+07|0|20170130|"Pagado"|"PPD"
2017-01-01|1415540|1550833|44837344|44837344|482803|482803|737717|815556|44837344|0|20170131|"Pagado"|"PPD"
2017-01-01|1395000|1395000|43690000|43690000|2588391|2588391|737717|50000|43690000|0|20170131|"Pagado"|"PPD"
2017-01-01|3095659|10205331|2e+09|2e+09|4530805|4530805|737717|0|2e+09|0|20170222|"Pagado"|"PPD"
2017-01-01|1101470|7921340|85900000|85900000|6584997|6584997|0|0|85900000|0|20170215|"Pagado"|"PPD"
2017-01-01|1304943|3237376|44240000|44240000|5735676|5735676|758384|0|44240000|0|20170209|"Pagado"|"PPD"
2017-01-01|1265000|1265000|37940000|37940000|17479044|17479044|2311118|462724|37940000|0|20170331|"Pagado"|"PPD"
2017-01-01|1182819|1182819|25300000|25300000|1152087|2339862|0|462724|25300000|1187775|20170224|"Avisado"|"PPD"
2017-01-01|628231|942347|3e+09|3e+09|4886563|4886563|737717|6544899|3e+09|0|20170127|"Pagado"|"PPD"
2017-01-01|1487251|1487251|59490000|59490000|0|8721467|0|0|59490000|2754597|20170221|"Pagado"|"PPD"
2017-01-01|1145000|1145000|37940000|37940000|2155751|2155751|737717|289076|37940000|0|20170331|"Pagado"|"PPD"
2017-01-01|0|0|0|0|147543|147543|0|1392671|0|0|20170228|"Pagado"|"RC BIENES"
2017-01-01|600000|538230|3e+07|3e+07|0|0|737717|0|3e+07|2134666|NA|"Desistido"|"PPD"
2017-01-01|2500000|3000000|1.2e+08|1.2e+08|2933256|2933256|737717|0|1.2e+08|0|20170511|"Pagado"|"PPD"
2017-01-01|166664|346151|4300000|4300000|360170|360170|0|205517|4300000|0|20170222|"Pagado"|"PPD"
2017-01-01|1458463|1458463|34360000|34360000|0|334745|0|1469605|34360000|334745|NA|"Avisado"|"PPD"
2017-01-02|4536129|5396508|35700000|35700000|0|0|1475434|0|35700000|2134666|NA|"Pagado"|"PPD"
2017-01-02|1100000|1100000|29490000|29490000|0|2134666|0|0|29490000|2134666|NA|"Avisado"|"PPD"
2017-01-02|2109791|4617098|6e+07|6e+07|0|1381306|737717|2755690|6e+07|1381306|NA|"Avisado"|"PPD"
2017-01-02|1145000|1145000|34190000|34190000|7158301|7158301|0|0|34190000|0|20170208|"Pagado"|"PPD"
2017-01-02|1316000|1316000|4e+07|4e+07|2975805|2975805|737717|0|4e+07|0|20170227|"Pagado"|"PPD"
2017-01-02|737041|2763900|8.3e+07|8.3e+07|1763854|1763854|737717|203448|8.3e+07|0|20170209|"Pagado"|"PPD"
2017-01-02|1128563|1128563|33490000|33490000|4454819|4454819|737717|2477970|33490000|0|20170126|"Pagado"|"PPD"
2017-01-02|831741|907354|27330000|27330000|0|4708507|737717|0|27330000|2754597|20170228|"Pagado"|"PPD"
2017-01-02|2976148|5997939|39400000|39400000|2190093|2190093|737717|0|39400000|0|20170127|"Pagado"|"PPD"
2017-01-02|866396|866396|23700000|23700000|1297811|1297811|737717|150000|23700000|0|20170126|"Pagado"|"PPD"
2017-01-02|1657321|3314647|3e+09|3e+09|1462823|1462823|0|0|3e+09|0|20170213|"Pagado"|"RC BIENES"
2017-01-02|3487986|5789052|26800000|26800000|695302|695302|737717|0|26800000|0|20170227|"Pagado"|"PPD"
2017-01-02|7645457|16528743|37700000|37700000|100500|100500|737717|0|37700000|0|20170329|"Pagado"|"PPD"
2017-01-02|1496609|4243470|59900000|59900000|5264237|5264237|737717|3420135|59900000|0|20170224|"Pagado"|"PPH"
2017-01-02|1735402|3368873|69990000|69990000|4857021|4857021|737717|7736034|69990000|0|20170530|"Pagado"|"PPD"
2017-01-02|1120368|1120368|41190000|41190000|2089754|2089754|737717|0|41190000|0|20170228|"Pagado"|"PPD"
2017-01-02|1265000|1265000|34600000|34600000|1658587|1658587|0|0|34600000|0|20170227|"Pagado"|"PPD"
2017-01-02|1573536|1716044|58990000|58990000|7979324|7979324|0|152971|58990000|0|20170331|"Pagado"|"PPD"
2017-01-02|2008695|2086806|26400000|26400000|1396244|1396244|737717|0|26400000|0|20170223|"Pagado"|"PPD"
2017-01-02|1368833|4098835|3e+09|3e+09|1188114|1188114|737717|39|3e+09|0|20170131|"Pagado"|"PPD"
2017-01-02|1032999|3429602|73900000|73900000|0|2134666|0|1877970|73900000|2134666|NA|"Avisado"|"PPD"
2017-01-02|1582087|4155421|65400000|65400000|1899715|1899715|737717|5196432|65400000|0|20170131|"Pagado"|"PPD"
2017-01-02|1265000|1265000|34190000|34190000|3833244|3833244|737717|0|34190000|0|20170131|"Pagado"|"PPD"
2017-01-02|2847000|5770200|101500000|101500000|8583343|8583343|1134909|434485|101500000|0|20170221|"Pagado"|"PPD"
2017-01-02|846059|846059|35400000|35400000|2631204|2631204|737717|0|35400000|0|20170421|"Pagado"|"PPD"
2017-01-02|4057460|4057460|3e+09|3e+09|2697514|2697514|0|0|3e+09|0|20170306|"Pagado"|"PPD"
2017-01-02|472697|1890800|65200000|65200000|3337688|3337688|737717|0|65200000|0|20170411|"Pagado"|"PPD"
2017-01-02|1743584|3065584|2e+09|2e+09|1556292|1556292|737717|642379|2e+09|0|20170129|"Pagado"|"PPD"
2017-01-02|2036738|2227305|68490000|68490000|634143|634143|737717|0|68490000|0|20170129|"Pagado"|"PPD"
2017-01-02|1865011|4332348|3e+09|3e+09|3467661|3467661|737717|0|3e+09|0|20170306|"Pagado"|"PPD"
2017-01-02|1315000|1315000|56950000|56950000|505197|505197|737717|1322802|56950000|0|20170706|"Pagado"|"PPD"
2017-01-02|1395000|1395000|47990000|47990000|1421007|1421007|737717|0|47990000|0|20170316|"Pagado"|"PPD"
2017-01-02|2819064|3090801|131400000|131400000|2116137|2116137|839233|800098|131400000|0|20170228|"Pagado"|"PPD"
2017-01-02|2606267|6342802|5e+07|5e+07|0|2134666|737717|2277970|5e+07|2134666|NA|"Avisado"|"PPD"
2017-01-02|3162082|3469406|137370000|137370000|9973819|9973819|3955491|0|137370000|0|20170424|"Pagado"|"PPD"
2017-01-02|15920416|8767482|217112000|217112000|0|91644|0|1132597|217112000|91644|NA|"Avisado"|"PPD"
2017-01-02|1534221|1534221|54990000|54990000|2588194|2588194|737717|0|54990000|0|20170325|"Pagado"|"PPD"
2017-01-02|1558493|4014706|3e+09|3e+09|8004311|8004311|1058348|0|3e+09|0|20170215|"Pagado"|"PPD"
2017-01-02|892510|892510|2e+09|2e+09|2603913|2603913|737717|0|2e+09|0|20170209|"Pagado"|"PPD"
2017-01-02|1965806|3550102|2e+09|2e+09|4168046|4168046|737717|1977970|2e+09|0|20170127|"Pagado"|"PPD"
2017-01-02|1315000|1315000|56390000|56390000|477587|477587|737717|7463297|56390000|0|20170214|"Pagado"|"PPD"
2017-01-02|1016217|1016217|25300000|25300000|2070153|2070153|0|0|25300000|0|20170227|"Pagado"|"PPD"
2017-01-02|2338086|3636620|2e+09|2e+09|6445397|6445397|866409|815556|2e+09|0|20170215|"Pagado"|"PPD"
2017-01-02|3385368|3385368|8.2e+07|8.2e+07|386744|386744|0|0|8.2e+07|0|20170518|"Pagado"|"PPD"
2017-01-02|1145000|1145000|37940000|37940000|0|2134666|0|0|37940000|2134666|NA|"Avisado"|"PPD"
2017-01-02|2719618|767453|0|0|33674|33674|0|1336134|0|0|20170406|"Pagado"|"PPD"
2017-01-02|1029600|1029600|2e+09|2e+09|0|2134666|0|38454|2e+09|2134666|NA|"Avisado"|"PPD"
2017-01-02|2306722|8218300|69900000|69900000|5460319|5460319|737717|0|69900000|0|20170201|"Pagado"|"PPD"
2017-01-02|1016561|1016561|24900000|24900000|3088160|3088160|1224725|0|24900000|0|20170507|"Pagado"|"PPD"
2017-01-02|899500|899500|3e+09|3e+09|9261354|9261354|1224557|0|3e+09|0|20170411|"Pagado"|"PPD"
2017-01-02|8100487|26926700|1.99e+08|1.99e+08|3235826|3235826|737717|7079059|1.99e+08|0|20170124|"Pagado"|"PPD"
2017-01-02|626876|1074641|3e+09|3e+09|1637098|1637098|737717|276283|3e+09|0|20170208|"Pagado"|"PPD"
2017-01-02|1145000|1145000|34540000|34540000|0|0|737717|0|34540000|2134666|NA|"Pagado"|"PPD"
2017-01-02|2283904|7786414|2e+09|2e+09|19347130|19347130|1211741|0|2e+09|0|20170323|"Pagado"|"PPD"
2017-01-02|1980000|1980000|2e+09|2e+09|5896888|5896888|779700|0|2e+09|0|20170227|"Pagado"|"PPD"
2017-01-02|1042087|1042087|52630600|52630600|0|2134666|0|0|52630600|2134666|NA|"Avisado"|"PPD"
2017-01-02|3340278|10285843|2e+09|2e+09|5351865|5351865|737717|0|2e+09|0|20170213|"Pagado"|"PPD"
2017-01-02|4041875|12491453|0|0|0|0|737717|0|0|2134666|NA|"Pagado"|"PPD"
2017-01-02|3876001|4042294|68500000|68500000|1082484|1082484|737717|1492618|68500000|0|20170416|"Pagado"|"PPD"
2017-01-02|5692500|5692500|1.2e+09|1.2e+09|0|0|1475434|0|1.2e+09|862566|NA|"Desistido"|"RC BIENES"
2017-01-02|600029|1440071|66500000|66500000|6245641|6245641|737717|2755690|66500000|0|20170313|"Pagado"|"PPD"
2017-01-02|1265000|1265000|33990000|33990000|0|0|1475434|0|33990000|2134666|NA|"Pagado"|"PPD"
2017-01-02|2263224|2477290|72990000|72990000|1770615|1770615|0|0|72990000|0|20170331|"Pagado"|"RC BIENES"
2017-01-02|0|0|0|0|135248|135248|0|0|0|0|20170228|"Pagado"|"RC BIENES"
2017-01-03|878082|1756171|19200000|19200000|4050000|4050000|0|3420135|19200000|0|20170125|"Pagado"|"PPD"
2017-01-03|1145000|1145000|37250000|37250000|1824168|1824168|0|100000|37250000|0|20170227|"Pagado"|"PPD"
2017-01-03|1717000|1717000|62990000|62990000|4175860|4175860|737717|0|62990000|0|20170306|"Pagado"|"PPD"
2017-01-03|1504700|1504700|3e+09|3e+09|2056632|2056632|737717|0|3e+09|0|20170127|"Pagado"|"PPD"
2017-01-03|1252294|1991509|35490000|35490000|2813318|2813318|737717|150000|35490000|0|20170224|"Pagado"|"PPD"
2017-01-03|2088863|3630151|3e+09|3e+09|0|2134666|737717|252613|3e+09|2134666|NA|"Avisado"|"PPD"
2017-01-03|1002649|1002649|24900000|24900000|2101361|2101361|833373|0|24900000|0|20170227|"Pagado"|"PPD"
2017-01-03|1353888|1473606|32490000|32490000|731637|731637|0|0|32490000|0|20170228|"Pagado"|"RC BIENES"
2017-01-03|1074943|1074943|29290000|29290000|1146360|1146360|737717|0|29290000|0|20170127|"Pagado"|"PPD"
2017-01-03|1130453|1236168|32650000|32650000|1371374|1371374|737717|0|32650000|0|20170220|"Pagado"|"PPD"
2017-01-03|1145000|1145000|3.8e+07|3.8e+07|1085933|1085933|0|0|3.8e+07|0|20170227|"Pagado"|"PPD"
2017-01-03|1647200|4168898|1e+09|1e+09|8130693|8130693|0|3420135|1e+09|0|20170228|"Pagado"|"PPD"
2017-01-03|1145000|1145000|42490000|42490000|4083242|4083242|737717|0|42490000|0|20170208|"Pagado"|"PPD"
2017-01-03|1710294|1710294|3e+09|3e+09|12073090|12073090|0|0|3e+09|0|20170227|"Pagado"|"PPD"
2017-01-03|1315000|1315000|63790000|63790000|2095469|2095469|737717|2777130|63790000|0|20170227|"Pagado"|"PPD"
2017-01-03|1527890|3248132|3e+09|3e+09|8151692|8151692|1077835|0|3e+09|0|20170215|"Pagado"|"PPD"
2017-01-03|1223819|1223819|44828600|44828600|2567045|2567045|737717|993818|44828600|0|20170223|"Pagado"|"PPD"
2017-01-03|2561756|2666362|40600000|40600000|187976|187976|737717|0|40600000|0|20170130|"Pagado"|"PPD"
2017-01-03|6314233|22652698|94900000|94900000|7881435|7881435|737717|0|94900000|0|20170321|"Pagado"|"PPD"
2017-01-03|1750494|1911363|66590000|66590000|1132599|1132599|0|825137|66590000|0|20170316|"Pagado"|"PPD"
2017-01-03|1424294|3977448|5e+08|5e+08|25559436|25559436|3379526|0|5e+08|0|20170329|"Pagado"|"PPD"
2017-01-03|1265000|1265000|45990000|45990000|575077|575077|737717|0|45990000|0|20170123|"Pagado"|"PPH"
2017-01-03|3076149|9268478|3e+09|3e+09|6325734|6325734|836403|0|3e+09|0|20170312|"Pagado"|"PPD"
2017-01-03|341278|750808|32100000|32100000|1972802|1972802|737717|13089798|32100000|0|20170213|"Pagado"|"PPD"
2017-01-03|295581|295581|4290000|4290000|3217500|3217500|0|802430|4290000|0|20170329|"Pagado"|"PTH"
2017-01-03|3191894|6952196|54600000|54600000|2404160|2404160|737717|0|54600000|0|20170203|"Pagado"|"PPD"
2017-01-03|1145000|1145000|33590000|33590000|2412671|2412671|737717|0|33590000|0|20170316|"Pagado"|"PPD"
2017-01-03|1405955|1540252|45500000|45500000|112361|112361|737717|3420135|45500000|0|20170129|"Pagado"|"PPD"
2017-01-03|1054517|1054517|38848500|38848500|2950657|2950657|0|0|38848500|0|20170227|"Pagado"|"PPD"
2017-01-03|1189833|2055043|5e+07|5e+07|345000|345000|0|0|5e+07|0|20170220|"Pagado"|"PTH"
2017-01-03|1145000|1145000|37490000|37490000|2595267|2595267|737717|0|37490000|0|20170127|"Pagado"|"PPD"
2017-01-03|5470858|5470858|22500000|22500000|461110|461110|737717|0|22500000|0|20170209|"Pagado"|"PPH"
2017-01-03|1386470|1518745|34490000|34490000|214161|214161|737717|0|34490000|0|20170125|"Pagado"|"PPD"
2017-01-03|390000|503105|3e+09|3e+09|567000|567000|0|0|3e+09|0|20170220|"Pagado"|"RC BIENES"
2017-01-03|1503367|5314022|3e+09|3e+09|1086200|1086200|737717|7|3e+09|0|20170131|"Pagado"|"PPD"
2017-01-03|7834053|16756640|77600000|77600000|342015|342015|737717|0|77600000|0|20170630|"Pagado"|"PPD"
2017-01-03|5685432|16839340|76500000|76500000|3957350|3957350|737717|0|76500000|0|20170323|"Pagado"|"PPD"
2017-01-03|2611331|4700921|3.2e+07|3.2e+07|9707403|9707403|1283535|0|3.2e+07|0|20170307|"Pagado"|"PPD"
2017-01-03|5295394|19725872|114200000|114200000|6684098|6684098|0|0|114200000|0|20170227|"Pagado"|"PPD"
2017-01-03|3359833|3507883|63700000|63700000|1143294|1143294|0|0|63700000|0|20170118|"Pagado"|"PPD"
2017-01-03|1145710|1253007|32990000|32990000|1890286|1890286|749664|0|32990000|0|20170213|"Pagado"|"PPD"
2017-01-03|3238166|6611872|5e+07|5e+07|2791164|2791164|737717|0|5e+07|0|20170218|"Pagado"|"PPD"
2017-01-03|6757465|9915634|36500000|36500000|1952205|1952205|737717|159483|36500000|0|20170222|"Pagado"|"PPD"
2017-01-03|1461085|2327357|2e+09|2e+09|4654513|4654513|737717|66680|2e+09|0|20170321|"Pagado"|"PPD"
2017-01-03|2037239|2130268|28300000|28300000|233241|233241|0|0|28300000|0|20170214|"Pagado"|"PPD"
2017-01-03|0|1552594|86990000|86990000|4625160|4625160|737717|3420135|86990000|0|20170222|"Pagado"|"PPH"
2017-01-03|646200|646200|3e+09|3e+09|912499|912499|737717|0|3e+09|0|20170328|"Pagado"|"PPD"
2017-01-03|1663541|3276943|48868432|48868432|1123164|1123164|737717|0|48868432|0|20170127|"Pagado"|"PPD"
2017-01-03|3931905|6175478|5e+07|5e+07|0|2134666|737717|13326|5e+07|2134666|NA|"Avisado"|"PPD"
2017-01-03|1154643|1253690|33990000|33990000|456865|456865|737717|0|33990000|0|20170131|"Pagado"|"PPD"
2017-01-03|931762|931762|23800000|23800000|681196|681196|737717|0|23800000|0|20170425|"Pagado"|"PPD"
2017-01-03|936000|936000|3.6e+07|3.6e+07|715171|715171|737717|2526936|3.6e+07|0|20170228|"Pagado"|"PPH"
2017-01-03|1602542|1602542|3e+09|3e+09|2498704|2498704|737717|783801|3e+09|0|20170529|"Pagado"|"PPD"
2017-01-03|6317530|16132007|63800000|63800000|0|904241|737717|1318874|63800000|904241|NA|"Avisado"|"PPH"
2017-01-03|2239382|2440781|45990000|45990000|624205|624205|737717|0|45990000|0|20170214|"Pagado"|"PPD"
2017-01-03|8210183|30413124|3e+09|3e+09|6253751|6253751|737717|2719138|3e+09|0|20170228|"Pagado"|"PPD"
2017-01-03|1145000|1145000|42490000|42490000|334356|334356|737717|830865|42490000|0|20170313|"Pagado"|"PPH"
2017-01-03|1903674|5159034|3e+09|3e+09|2085182|2085182|737717|0|3e+09|0|20170309|"Pagado"|"PPD"
2017-01-03|1265000|1265000|41690000|41690000|1537307|1537307|737717|1977970|41690000|0|20170131|"Pagado"|"PPD"
2017-01-03|2096581|1840210|0|0|0|1661401|0|0|0|2338000|20170728|"Pagado"|"RC BIENES"
2017-01-03|5026095|17686284|81500000|81500000|0|904241|0|100000|81500000|904241|NA|"Avisado"|"PPH"
2017-01-03|1315000|1315000|65050000|65050000|6166237|6166237|815314|0|65050000|0|20170323|"Pagado"|"PPD"
2017-01-03|75276|188190|19900000|19900000|395250|395250|0|205517|19900000|0|20170329|"Pagado"|"RC BIENES"
2017-01-03|1436173|1436173|15900000|15900000|186942|186942|737717|0|15900000|0|20170418|"Pagado"|"PPD"
2017-01-03|721875|1237500|3e+09|3e+09|672635|672635|0|0|3e+09|0|20170316|"Pagado"|"RC BIENES"
2017-01-03|876567|876567|3e+09|3e+09|0|0|737717|0|3e+09|2134666|NA|"Pagado"|"PPD"
2017-01-03|850112|1314200|3e+09|3e+09|3204000|3204000|0|0|3e+09|0|20170314|"Pagado"|"RC BIENES"
2017-01-03|6718522|19426312|80600000|80600000|3414152|3414152|737717|0|80600000|0|20170321|"Pagado"|"PPD"
2017-01-03|4790780|8997459|3e+09|3e+09|66681|4118871|1475434|0|3e+09|2134666|20180209|"Avisado"|"PPD"
2017-01-03|1062151|1062151|3e+09|3e+09|1320000|1320000|0|0|2338000|0|20170920|"Pagado"|"RC BIENES"
2017-01-03|7099374|16416385|0|0|1577803|4901681|0|0|2338000|3323878|20210415|"Avisado"|"RC BIENES"
2017-01-03|870430|870430|24400000|24400000|518595|518595|0|0|779489|0|20180526|"Pagado"|"RC BIENES"
2017-01-03|97292|97292|2.7e+08|2.7e+08|0|251700|0|0|251700|251700|NA|"Avisado"|"PPD"
2017-01-04|222307|533541|3e+07|3e+07|968657|968657|737717|39|3e+07|0|20170209|"Pagado"|"PPD"
2017-01-04|1336471|1463559|34490000|34490000|1436059|1436059|737717|0|34490000|0|20170324|"Pagado"|"PPD"
2017-01-04|1133645|1133645|26400000|26400000|476532|476532|737717|0|26400000|0|20170223|"Pagado"|"PPD"
2017-01-04|156708|445604|4e+09|4e+09|2081933|2081933|737717|0|4e+09|0|20170131|"Pagado"|"PPH"
2017-01-04|1265000|1265000|40750000|40750000|1948782|1948782|737717|0|40750000|0|20170426|"Pagado"|"PPD"
2017-01-04|2086000|2503200|5.6e+07|5.6e+07|0|862391|737717|0|5.6e+07|2754597|20170829|"Pagado"|"PPD"
2017-01-04|2034451|2034451|3e+09|3e+09|246048|246048|737717|36674|3e+09|0|20170222|"Pagado"|"PPH"
2017-01-04|1128563|1128563|30490000|30490000|4469489|4469489|737717|0|30490000|0|20170131|"Pagado"|"PPD"
2017-01-04|3267143|10503479|77400000|77400000|1677186|1677186|0|203448|77400000|0|20170221|"Pagado"|"PPD"
2017-01-04|1395000|1395000|46990000|46990000|1174692|1174692|737717|2845944|46990000|0|20170416|"Pagado"|"PPD"
2017-01-04|1441441|1441441|3e+09|3e+09|3438443|3438443|737717|815556|3e+09|0|20170213|"Pagado"|"PPD"
2017-01-04|3022331|6884239|169300000|169300000|2577549|2577549|737717|50000|169300000|0|20170208|"Pagado"|"PPD"
2017-01-04|1315000|1315000|66590000|66590000|8083266|8083266|0|276283|66590000|0|20170228|"Pagado"|"PPD"
2017-01-04|2727545|7743527|45300000|45300000|3561398|3561398|0|0|45300000|0|20170228|"Pagado"|"PPH"
2017-01-04|5146025|15529375|2.1e+08|2.1e+08|1559897|1559897|737717|117500|2.1e+08|0|20170321|"Pagado"|"PPD"
2017-01-04|1566935|1708760|56700000|56700000|0|0|491910|0|56700000|711697|NA|"Pagado"|"PPD"
2017-01-04|4092422|5937955|53600000|53600000|0|1188684|1475434|0|53600000|1076047|20170706|"Pagado"|"PPH"
2017-01-04|2221115|3151339|32730000|32730000|1243228|1243228|737717|3294544|32730000|0|20170228|"Pagado"|"PPD"
2017-01-04|1461918|1461918|2.3e+07|2.3e+07|2373426|2373426|942940|0|2.3e+07|0|20170224|"Pagado"|"PPD"
2017-01-04|1478548|1611199|3.6e+07|3.6e+07|0|0|0|0|3.6e+07|779489|NA|"Pagado"|"RC BIENES"
2017-01-04|1436409|1436409|3e+09|3e+09|0|176310|2950868|0|3e+09|2134666|20170418|"Pagado"|"PPD"
2017-01-04|0|666771|22300000|22300000|7029724|7029724|929486|0|22300000|0|20170221|"Pagado"|"PPD"
2017-01-04|1062151|1062151|3e+09|3e+09|8820693|8820693|0|0|3e+09|0|20170215|"Pagado"|"PPD"
2017-01-04|1340354|1340354|42200000|42200000|219173|219173|737717|2719138|42200000|0|20170214|"Pagado"|"PPD"
2017-01-04|1315000|1315000|57377944|57377944|2405033|2405033|737717|4179707|57377944|0|20170330|"Pagado"|"PPD"
2017-01-04|181608|726441|25400000|25400000|1117551|1117551|442630|815556|25400000|0|20170130|"Pagado"|"PPD"
2017-01-04|3045969|6375453|3e+09|3e+09|2415232|2415232|737717|0|3e+09|0|20170322|"Pagado"|"PPH"
2017-01-04|1109443|1109443|32190000|32190000|422244|422244|737717|4179707|32190000|0|20170128|"Pagado"|"PPD"
2017-01-04|1138702|1138702|4e+07|4e+07|1397037|1397037|737717|203448|4e+07|0|20170129|"Pagado"|"PPD"
2017-01-04|1295865|1295865|49400000|49400000|12572036|12572036|1662303|0|49400000|0|20170314|"Pagado"|"PPD"
2017-01-04|1503367|5314022|3e+09|3e+09|0|2134666|737717|3484701|3e+09|2134666|NA|"Avisado"|"PPD"
2017-01-04|4025452|13290365|66900000|66900000|0|0|0|0|1e+06|0|NA|"Desistido"|"RC BIENES"
2017-01-04|2055919|2055919|62490000|62490000|868489|868489|737717|0|62490000|0|20170131|"Pagado"|"PPD"
2017-01-04|1367248|1497530|32990000|32990000|1545881|1545881|737717|1318874|32990000|0|20170127|"Pagado"|"PPD"
2017-01-04|1404663|1529650|37990000|37990000|380302|380302|737717|0|37990000|0|20170223|"Pagado"|"PPD"
2017-01-04|1503367|5314022|3e+09|3e+09|1990861|1990861|737717|5196432|3e+09|0|20170306|"Pagado"|"PPD"
2017-01-04|1698168|1862784|35450000|35450000|158379|158379|737717|0|35450000|0|20170325|"Pagado"|"PPD"
2017-01-04|1265000|1265000|44990000|44990000|0|0|0|0|44990000|2300000|NA|"Desistido"|"RC BIENES"
